customer_id,first_name,last_name,customer_type,customer_since_date,home_branch_id,state,active_flag
C10087,Ava,Evans,Consumer,2016-05-02,B010,ID,Y
C10088,Ezra,Anderson,Consumer,2001-06-01,B006,WA,Y
C10089,Camila,Mitchell,Consumer,2009-04-03,B007,WA,Y
C10090,Adrian,Rodriguez,Consumer,2012-12-08,B002,WA,Y
C10091,James,Reed,Consumer,2014-08-24,B008,ID,Y
C10092,Amelia,Bennett,Consumer,2009-02-19,B004,WA,Y
C10093,Harper,Davis,Consumer,2008-02-27,B010,ID,Y
C10094,Ruby,Martinez,Consumer,2006-01-02,B010,ID,N
C10095,Layla,Wilson,Consumer,2025-10-22,B007,WA,Y
C10096,James,Lee,Business,2006-10-06,B010,ID,Y
C10097,Ruby,Rodriguez,Consumer,2011-07-19,B006,WA,Y
C10098,Amelia,Thompson,Consumer,2019-02-07,B001,WA,Y
C10099,Leo,Nguyen,Consumer,1999-09-27,B010,ID,Y
C10100,Amelia,Reed,Consumer,2011-02-25,B007,WA,Y
C10101,Elijah,Patel,Consumer,2017-12-24,B002,WA,Y
C10102,Ethan,Kim,Consumer,2013-01-10,B007,WA,Y
C10103,Ezra,Patel,Consumer,2025-01-20,B010,ID,Y
C10104,Camila,Davis,Consumer,2008-07-18,B002,WA,Y
C10105,Claire,Walker,Consumer,2004-08-02,B008,ID,Y
C10106,Levi,Taylor,Consumer,1998-07-25,B009,ID,Y
C10107,Layla,Brooks,Consumer,2014-10-28,B010,ID,Y
C10108,Noah,Flores,Consumer,1997-11-12,B006,WA,Y
C10109,Emma,Anderson,Consumer,2008-09-28,B003,WA,Y
C10110,Ruby,Sanchez,Consumer,2020-05-14,B002,WA,Y
C10111,Lucas,Kim,Business,1999-02-16,B004,WA,Y
C10112,Nora,Turner,Consumer,2018-02-01,B008,ID,N
C10113,Henry,Carter,Consumer,2005-02-16,B010,ID,Y
C10114,Sophia,Reed,Consumer,1994-12-16,B005,WA,Y
C10115,Jack,Taylor,Consumer,2011-10-12,B006,WA,Y
C10116,James,Williams,Consumer,2003-09-01,B001,WA,Y
C10117,Emma,Smith,Consumer,2008-10-01,B008,ID,Y
C10118,Adrian,Scott,Consumer,2022-01-07,B003,WA,Y
C10119,Grace,Sanchez,Consumer,2017-10-07,B010,ID,Y
C10120,Sophia,Hernandez,Consumer,1999-06-05,B006,WA,Y
C10121,Mia,White,Consumer,2002-12-04,B010,ID,Y
C10122,Layla,Hernandez,Consumer,2000-01-27,B009,ID,Y
C10123,Amelia,Martinez,Consumer,2006-07-02,B010,ID,Y
C10124,Amelia,Lewis,Business,2011-11-10,B010,ID,Y
C10125,Olivia,Taylor,Consumer,2020-11-25,B003,WA,Y
C10126,Miles,Kim,Consumer,2026-08-19,B004,WA,Y
C10127,Amelia,Campbell,Consumer,2010-06-02,B001,WA,Y
C10128,Adrian,Mitchell,Consumer,2003-09-29,B003,WA,Y
C10129,Asher,Turner,Consumer,1998-01-19,B006,WA,Y
C10130,Mateo,Thomas,Consumer,2019-08-22,B003,WA,Y
C10131,Nora,Kim,Consumer,2021-05-30,B005,WA,Y
C10132,Nora,Lee,Consumer,2022-08-02,B007,WA,Y
C10133,Zoe,Sanchez,Consumer,2014-08-07,B005,WA,Y
C10134,Amelia,Chen,Consumer,2022-03-27,B005,WA,Y
C10135,Elijah,Taylor,Business,2015-11-14,B007,WA,Y
C10136,Levi,Evans,Consumer,2019-07-23,B007,WA,Y
C10137,Harper,Bennett,Consumer,2007-10-11,B005,WA,Y
C10138,Adrian,Miller,Consumer,2010-07-19,B002,WA,Y
C10139,Elena,Taylor,Consumer,2008-09-22,B006,WA,Y
C10140,Alice,Thomas,Consumer,2025-06-04,B006,WA,Y
C10141,Julian,Rodriguez,Consumer,2008-04-01,B010,ID,Y
C10142,Olivia,Evans,Consumer,1997-05-21,B008,ID,Y
C10143,Harper,Flores,Consumer,2025-04-08,B005,WA,N
C10144,Leo,Anderson,Consumer,2001-08-12,B008,ID,Y
C10145,Miles,White,Business,2008-05-17,B005,WA,Y
C10146,Sophia,Bennett,Business,2024-08-14,B005,WA,Y
C10147,Leo,Wright,Consumer,2022-04-28,B010,ID,Y
C10148,Asher,Sanchez,Consumer,2008-08-25,B005,WA,Y
C10149,James,Scott,Consumer,2006-12-23,B009,ID,Y
C10150,Adrian,Campbell,Consumer,2012-08-02,B010,ID,Y
C10151,Adrian,Mitchell,Consumer,2004-04-11,B001,WA,Y
C10152,Oliver,Williams,Business,2005-04-20,B009,ID,Y
C10153,Jack,Anderson,Consumer,2013-06-10,B005,WA,Y
C10154,Oliver,Lewis,Consumer,2012-12-18,B002,WA,Y
C10155,Oliver,Thomas,Consumer,2000-07-11,B002,WA,Y
C10156,Jack,Smith,Consumer,2009-01-29,B001,WA,Y
C10157,Isaac,Robinson,Consumer,2007-12-31,B002,WA,Y
C10158,Mia,Martinez,Consumer,2010-03-19,B001,WA,Y
C10159,Nora,Martin,Consumer,2000-02-06,B008,ID,Y
C10160,Levi,Evans,Consumer,1996-12-09,B009,ID,Y
C10161,Leo,Walker,Consumer,2004-12-11,B008,ID,Y
C10162,Harper,Rivera,Consumer,2016-03-24,B005,WA,Y
C10163,Ava,Lee,Consumer,2008-11-30,B006,WA,Y
C10164,Elijah,Wright,Consumer,2021-04-29,B009,ID,Y
C10165,Asher,Lee,Consumer,2005-01-08,B007,WA,Y
C10166,Julian,Martinez,Consumer,2021-10-06,B008,ID,Y
C10167,Owen,Taylor,Business,2012-12-21,B009,ID,Y
C10168,Sophia,Lewis,Consumer,2017-06-04,B010,ID,Y
C10169,Alice,Kim,Consumer,2012-11-16,B004,WA,Y
C10170,Layla,Mitchell,Consumer,1997-09-08,B003,WA,Y
C10171,Layla,Johnson,Consumer,2001-01-01,B010,ID,Y
C10172,Adrian,Mitchell,Consumer,2007-08-12,B006,WA,Y
C10173,Chloe,Flores,Consumer,2018-06-29,B010,ID,Y
C10174,Lucas,Scott,Consumer,2003-04-07,B003,WA,Y
C10175,Levi,Sanchez,Consumer,2016-07-11,B009,ID,Y
C10176,Ava,Campbell,Consumer,2019-01-22,B008,ID,Y
C10177,James,Lewis,Business,2013-07-14,B007,WA,Y
C10178,Elijah,Taylor,Consumer,2013-06-14,B003,WA,Y
C10179,Jack,Mitchell,Consumer,2006-10-01,B002,WA,Y
C10180,Evelyn,Lee,Consumer,2011-07-02,B002,WA,Y
C10181,Owen,Young,Consumer,2022-10-28,B009,ID,Y
C10182,Mia,Garcia,Consumer,1994-05-02,B002,WA,Y
C10183,Julian,Martinez,Consumer,2025-07-17,B003,WA,Y
C10184,Mateo,Flores,Consumer,2004-09-01,B007,WA,Y
C10185,Ruby,Sanchez,Consumer,2021-07-14,B001,WA,N
C10186,Ezra,Bennett,Consumer,2001-04-19,B010,ID,Y
C10187,Noah,Campbell,Consumer,2022-09-19,B006,WA,Y
C10188,Elena,Reed,Business,1999-05-12,B003,WA,Y
C10189,James,Taylor,Consumer,2002-12-25,B010,ID,Y
C10190,Chloe,Scott,Consumer,2017-08-23,B009,ID,Y
C10191,Layla,Campbell,Consumer,2025-11-21,B005,WA,Y
C10192,Nora,Patel,Consumer,1995-06-15,B001,WA,Y
C10193,Henry,Lewis,Consumer,2001-08-11,B006,WA,Y
C10194,Alice,Thomas,Consumer,2005-03-06,B001,WA,Y
C10195,Liam,Diaz,Consumer,2018-12-03,B007,WA,Y
C10196,Nora,Garcia,Consumer,1996-05-13,B001,WA,Y
C10197,James,Bennett,Consumer,2015-04-11,B009,ID,Y
C10198,Layla,Patel,Consumer,2015-08-27,B004,WA,Y
C10199,Owen,Brooks,Consumer,1996-09-12,B007,WA,Y
C10200,Caleb,Davis,Consumer,1996-12-27,B001,WA,Y
C10201,Asher,Reed,Consumer,2004-09-23,B008,ID,Y
C10202,Asher,Hall,Business,2000-07-25,B004,WA,Y
C10203,Lucas,Johnson,Consumer,2002-08-20,B007,WA,Y
C10204,Ethan,Hall,Consumer,2002-11-22,B008,ID,Y
C10205,Owen,Wright,Consumer,2004-02-24,B009,ID,Y
C10206,Zoe,Mitchell,Business,1998-04-12,B002,WA,Y
C10207,Elijah,Miller,Consumer,2016-05-20,B007,WA,Y
C10208,Alice,Carter,Consumer,2018-08-06,B009,ID,Y
C10209,Ethan,Hall,Consumer,2016-11-05,B008,ID,Y
C10210,Asher,Lee,Business,2016-04-17,B003,WA,Y
C10211,James,White,Business,2008-01-14,B003,WA,Y
C10212,Mateo,Brooks,Consumer,2005-06-23,B005,WA,Y
C10213,Sophia,Turner,Consumer,2001-01-28,B009,ID,Y
C10214,Alice,Walker,Consumer,2022-09-19,B010,ID,N
C10215,Ava,Miller,Consumer,2005-07-05,B001,WA,Y
C10216,Claire,Anderson,Consumer,1999-05-09,B009,ID,Y
C10217,Isaac,Rodriguez,Consumer,2001-01-27,B009,ID,Y
C10218,Chloe,Bennett,Consumer,1999-07-12,B001,WA,Y
C10219,Elena,Walker,Business,1996-03-09,B009,ID,Y
C10220,Claire,Miller,Consumer,2006-02-09,B004,WA,Y
C10221,Camila,Flores,Consumer,1999-11-29,B010,ID,Y
C10222,Zoe,Hernandez,Consumer,2019-08-25,B009,ID,Y
C10223,Noah,Diaz,Consumer,2008-06-16,B004,WA,Y
C10224,Camila,Johnson,Consumer,2016-07-03,B007,WA,Y
C10225,Nora,Martin,Consumer,1994-03-06,B005,WA,Y
C10226,Oliver,Turner,Consumer,2003-10-18,B010,ID,Y
C10227,Harper,Rivera,Consumer,2005-12-11,B010,ID,Y
C10228,Miles,Hernandez,Consumer,2007-04-28,B009,ID,N
C10229,Ezra,Walker,Consumer,2015-08-21,B009,ID,Y
C10230,Miles,Rivera,Consumer,2016-01-08,B009,ID,Y
C10231,Caleb,Taylor,Consumer,2009-10-18,B005,WA,Y
C10232,Julian,Chen,Consumer,2002-12-09,B009,ID,Y
C10233,Maya,Wright,Business,2010-10-23,B002,WA,Y
C10234,Chloe,Rodriguez,Consumer,2025-11-16,B009,ID,Y
C10235,Caleb,Smith,Consumer,2004-06-10,B009,ID,Y
C10236,Evelyn,Reed,Consumer,2015-09-03,B004,WA,Y
C10237,Lucas,Evans,Consumer,2005-11-04,B004,WA,Y
C10238,Maya,Wright,Consumer,2008-05-15,B005,WA,Y
C10239,Jack,Anderson,Consumer,2024-12-14,B008,ID,Y
C10240,Miles,Thomas,Consumer,1994-09-23,B009,ID,Y
C10241,Ezra,Flores,Business,1994-10-26,B003,WA,Y
C10242,Chloe,Miller,Consumer,2023-10-18,B004,WA,Y
C10243,Henry,Wright,Consumer,2006-10-01,B007,WA,Y
C10244,Camila,Brooks,Business,2009-03-29,B004,WA,Y
C10245,Liam,Wilson,Consumer,2011-11-18,B003,WA,Y
C10246,Ruby,Thompson,Consumer,2008-01-09,B002,WA,Y
C10247,Alice,Williams,Consumer,1998-02-06,B005,WA,Y
C10248,Harper,Brooks,Consumer,1994-03-18,B006,WA,Y
C10249,Olivia,Brooks,Consumer,2022-11-19,B006,WA,Y
C10250,Julian,Smith,Consumer,1995-08-13,B006,WA,Y
C10251,Luna,Turner,Consumer,2000-07-18,B009,ID,Y
C10252,Henry,Brooks,Consumer,2002-09-23,B009,ID,Y
C10253,Noah,Nguyen,Consumer,2015-01-31,B005,WA,Y
C10254,Evelyn,Kim,Consumer,2014-06-13,B009,ID,Y
C10255,Henry,Turner,Consumer,2022-06-25,B003,WA,Y
C10256,Liam,Robinson,Consumer,1997-01-29,B008,ID,Y
C10257,Mia,Hall,Consumer,2014-10-10,B010,ID,Y
C10258,Sophia,Turner,Consumer,1996-10-28,B010,ID,Y
C10259,Ethan,Campbell,Consumer,2011-06-16,B009,ID,Y
C10260,Layla,Martin,Consumer,1999-02-17,B006,WA,Y
C10261,Sophia,Sanchez,Business,2026-03-21,B010,ID,Y
C10262,Julian,Sanchez,Consumer,2023-09-07,B010,ID,Y
C10263,Alice,Johnson,Consumer,2009-04-10,B007,WA,Y
C10264,Mia,Bennett,Consumer,1994-11-06,B001,WA,Y
C10265,Lucas,Young,Consumer,2001-02-15,B005,WA,Y
C10266,Emma,Hall,Consumer,2004-05-31,B004,WA,Y
C10267,Claire,Chen,Consumer,2002-05-29,B005,WA,Y
C10268,Evelyn,Hernandez,Consumer,2010-03-18,B010,ID,Y
C10269,Evelyn,Lewis,Consumer,2001-03-20,B005,WA,Y
C10270,Luna,Scott,Business,2006-10-31,B005,WA,Y
C10271,Evelyn,Lewis,Consumer,2001-07-24,B006,WA,Y
C10272,Amelia,Robinson,Consumer,2023-02-23,B010,ID,Y
C10273,Caleb,Patel,Consumer,2014-12-20,B002,WA,Y
C10274,Mateo,Taylor,Consumer,2026-06-30,B007,WA,Y
C10275,Mia,Evans,Consumer,2021-05-11,B009,ID,Y
C10276,Noah,Davis,Consumer,2007-04-02,B001,WA,Y
C10277,Mia,White,Consumer,2010-04-26,B002,WA,Y
C10278,Oliver,Martinez,Consumer,2023-04-20,B010,ID,Y
C10279,James,White,Consumer,2020-03-12,B007,WA,Y
C10280,Luna,Rivera,Consumer,1998-09-06,B009,ID,Y
C10281,Ethan,Reed,Consumer,2008-02-07,B009,ID,Y
C10282,Grace,Young,Consumer,2020-12-16,B004,WA,Y
C10283,Elijah,Carter,Consumer,2023-11-18,B004,WA,Y
C10284,Nora,Thomas,Consumer,2012-07-20,B010,ID,Y
C10285,Oliver,Nguyen,Business,2001-01-02,B010,ID,Y
C10286,Luna,Sanchez,Consumer,2010-09-12,B009,ID,Y
C10287,Nora,Miller,Business,2007-12-11,B005,WA,Y
C10288,Noah,Lewis,Consumer,2008-03-22,B006,WA,Y
C10289,Claire,Nguyen,Consumer,1997-04-04,B004,WA,Y
C10290,Amelia,Walker,Consumer,2003-08-21,B006,WA,Y
C10291,Henry,Lewis,Business,2026-05-15,B008,ID,Y
C10292,Asher,Rodriguez,Consumer,2006-12-13,B006,WA,Y
C10293,Owen,Wright,Consumer,2024-11-23,B008,ID,Y
C10294,Camila,Walker,Consumer,2022-11-17,B001,WA,Y
C10295,Levi,Reed,Consumer,2009-11-11,B003,WA,Y
C10296,Amelia,Smith,Business,2009-12-09,B001,WA,Y
C10297,Miles,Rivera,Consumer,2021-08-20,B004,WA,Y
C10298,Oliver,Hernandez,Consumer,2023-01-04,B006,WA,Y
C10299,Noah,White,Consumer,2009-02-26,B002,WA,Y
C10300,Ethan,Wright,Consumer,2018-06-22,B008,ID,N
C10301,Ava,Johnson,Consumer,2008-06-08,B006,WA,Y
C10302,Elijah,Flores,Consumer,2019-08-26,B007,WA,Y
C10303,Leo,Scott,Consumer,1998-08-11,B008,ID,Y
C10304,Henry,Diaz,Consumer,2020-02-28,B010,ID,Y
C10305,Noah,Thomas,Consumer,2020-08-04,B010,ID,Y
C10306,Ruby,Smith,Consumer,2010-01-03,B004,WA,Y
C10307,Zoe,Johnson,Consumer,2005-03-03,B002,WA,Y
C10308,Henry,Patel,Consumer,2003-03-03,B001,WA,N
C10309,Owen,Rivera,Consumer,2005-05-24,B001,WA,Y
C10310,Sophia,Thompson,Consumer,2026-04-23,B010,ID,Y
C10311,Ezra,White,Consumer,2016-06-04,B007,WA,Y
C10312,Chloe,Robinson,Consumer,2011-08-07,B004,WA,Y
C10313,Oliver,Brooks,Consumer,2003-08-17,B003,WA,Y
C10314,Leo,Martin,Consumer,2003-11-29,B008,ID,Y
C10315,Henry,Campbell,Consumer,1994-09-13,B008,ID,Y
C10316,Ezra,Hall,Business,2023-07-13,B008,ID,Y
C10317,Miles,Taylor,Consumer,1994-05-27,B009,ID,Y
C10318,Luna,Kim,Consumer,2012-12-14,B010,ID,N
C10319,Lucas,Thomas,Consumer,2024-04-19,B003,WA,Y
C10320,Ezra,Bennett,Consumer,2016-03-30,B003,WA,Y
C10321,Levi,Thomas,Consumer,2025-01-15,B001,WA,Y
C10322,Elena,Taylor,Consumer,2017-02-02,B005,WA,Y
C10323,Levi,Rivera,Consumer,2023-01-20,B006,WA,Y
C10324,Caleb,Garcia,Consumer,2005-03-15,B010,ID,Y
C10325,Evelyn,Thomas,Consumer,1997-01-26,B009,ID,Y
C10326,Sophia,Carter,Consumer,2014-02-15,B002,WA,Y
C10327,Harper,Rivera,Consumer,2007-08-14,B002,WA,Y
C10328,Owen,Taylor,Consumer,2023-02-08,B007,WA,Y
C10329,Noah,Thompson,Consumer,2013-05-07,B001,WA,Y
C10330,Henry,Rivera,Consumer,2011-07-17,B007,WA,Y
C10331,Layla,Carter,Consumer,1999-04-08,B009,ID,Y
C10332,Caleb,Rodriguez,Consumer,2007-07-30,B007,WA,Y
C10333,Claire,Patel,Consumer,2020-10-25,B006,WA,Y
C10334,Chloe,Chen,Consumer,2016-02-04,B004,WA,Y
C10335,Owen,Campbell,Consumer,2005-12-09,B008,ID,Y
C10336,Olivia,Garcia,Consumer,2023-07-09,B007,WA,Y
C10337,Emma,Martinez,Consumer,2024-08-16,B009,ID,Y
C10338,Olivia,Thompson,Consumer,2013-10-30,B009,ID,Y
C10339,Amelia,Rodriguez,Consumer,2022-08-25,B003,WA,Y
C10340,James,Garcia,Consumer,2016-10-01,B004,WA,Y
C10341,Adrian,Williams,Consumer,2019-07-21,B009,ID,Y
C10342,Caleb,Walker,Business,2022-03-15,B007,WA,Y
C10343,Claire,Kim,Consumer,1994-06-26,B009,ID,Y
C10344,Ava,Williams,Consumer,2021-09-08,B006,WA,Y
C10345,Elena,Garcia,Consumer,2004-06-09,B008,ID,Y
C10346,Asher,Anderson,Consumer,2009-07-13,B004,WA,N
C10347,Ava,Diaz,Business,2016-02-05,B001,WA,Y
C10348,Ezra,Martinez,Consumer,2024-06-06,B002,WA,Y
C10349,Alice,Turner,Consumer,2025-08-30,B007,WA,Y
C10350,Leo,Martinez,Consumer,2010-12-11,B010,ID,Y
C10351,Chloe,Turner,Consumer,1995-11-27,B008,ID,Y
C10352,Elijah,Evans,Consumer,2003-01-04,B005,WA,Y
C10353,Alice,Reed,Business,2014-04-11,B001,WA,Y
C10354,Noah,Johnson,Consumer,2021-08-16,B006,WA,Y
C10355,Luna,Johnson,Consumer,2014-02-17,B008,ID,Y
C10356,Zoe,Kim,Consumer,2018-03-21,B005,WA,Y
C10357,Emma,Robinson,Business,2020-03-24,B008,ID,Y
C10358,Adrian,Walker,Consumer,1996-01-04,B008,ID,Y
C10359,Grace,Thompson,Consumer,2012-09-08,B002,WA,Y
C10360,Harper,Walker,Consumer,2003-08-22,B010,ID,Y
C10361,Evelyn,Lewis,Consumer,2019-08-07,B007,WA,Y
C10362,Elijah,Mitchell,Consumer,2025-11-11,B008,ID,Y
C10363,Adrian,Reed,Consumer,2009-10-11,B007,WA,Y
C10364,Lucas,Thomas,Consumer,2004-04-27,B006,WA,Y
C10365,Evelyn,Lee,Consumer,1994-01-02,B004,WA,Y
C10366,Maya,Rodriguez,Consumer,2016-01-24,B003,WA,Y
C10367,Ava,Thomas,Consumer,2002-11-05,B005,WA,Y
C10368,Ezra,Scott,Consumer,2022-06-02,B002,WA,Y
C10369,Nora,Robinson,Consumer,2002-11-17,B008,ID,Y
C10370,Julian,Mitchell,Consumer,2007-03-02,B005,WA,Y
C10371,Olivia,Campbell,Consumer,2014-03-12,B007,WA,Y
C10372,Camila,Wright,Consumer,2018-07-08,B009,ID,Y
C10373,Lucas,Scott,Consumer,2023-02-02,B008,ID,Y
C10374,Lucas,Rivera,Consumer,1995-01-06,B001,WA,Y
C10375,Asher,Taylor,Consumer,2004-07-19,B001,WA,Y
C10376,Elijah,Davis,Consumer,2009-01-10,B009,ID,Y
C10377,Evelyn,Garcia,Consumer,2024-05-30,B004,WA,Y
C10378,Chloe,Wright,Consumer,2017-11-02,B002,WA,Y
C10379,Camila,Walker,Business,2007-09-26,B006,WA,Y
C10380,Nora,Thomas,Consumer,2016-04-21,B003,WA,Y
C10381,Chloe,Martin,Consumer,2000-01-02,B010,ID,Y
C10382,Olivia,Smith,Consumer,2018-03-28,B009,ID,Y
C10383,Alice,Garcia,Consumer,2015-12-27,B005,WA,Y
C10384,Ezra,Brooks,Consumer,2018-06-02,B001,WA,Y
C10385,Owen,Hall,Business,2025-03-24,B008,ID,Y
C10386,Elijah,Wilson,Consumer,2024-10-11,B005,WA,Y
C10387,Camila,Evans,Consumer,2020-03-24,B002,WA,N
C10388,Miles,Lee,Consumer,2022-02-25,B001,WA,Y
C10389,Sophia,Wright,Consumer,2003-12-01,B006,WA,Y
C10390,Ava,Turner,Consumer,2022-03-09,B008,ID,Y
C10391,Ethan,Turner,Consumer,1995-11-11,B003,WA,Y
C10392,Oliver,Thomas,Consumer,2001-07-17,B003,WA,Y
C10393,Caleb,Scott,Consumer,2003-02-07,B004,WA,Y
C10394,Alice,Hernandez,Consumer,2004-06-26,B001,WA,Y
C10395,Noah,Nguyen,Consumer,2019-12-04,B008,ID,Y
C10396,Lucas,Martinez,Consumer,1995-10-28,B010,ID,Y
C10397,Claire,Carter,Consumer,2000-11-23,B007,WA,N
C10398,Zoe,Turner,Consumer,1995-02-03,B002,WA,Y
C10399,Oliver,Thomas,Consumer,2014-10-01,B006,WA,Y
C10400,Henry,Sanchez,Consumer,1996-04-08,B001,WA,Y
C10401,Ezra,Nguyen,Consumer,2007-02-17,B005,WA,Y
C10402,Maya,Wright,Consumer,2011-10-13,B001,WA,Y
C10403,Isaac,Reed,Consumer,2017-04-27,B010,ID,Y
C10404,Amelia,Martinez,Consumer,1998-01-04,B010,ID,Y
C10405,Chloe,Rivera,Consumer,2005-05-29,B010,ID,Y
C10406,Mateo,Walker,Consumer,2016-04-01,B002,WA,Y
C10407,Asher,Miller,Consumer,2022-03-08,B005,WA,Y
C10408,Ava,Smith,Consumer,2018-05-25,B006,WA,Y
C10409,Harper,Kim,Consumer,2015-10-18,B002,WA,Y
C10410,Evelyn,Lee,Consumer,2019-05-07,B009,ID,Y
C10411,Liam,Patel,Consumer,2006-04-10,B001,WA,Y
C10412,Layla,Garcia,Business,2003-11-14,B002,WA,Y
